date,Hawaii-apple-driving,Hawaii-apple-walking,Hawaii-google-retail_and_recreation,Hawaii-google-grocery_and_pharmacy,Hawaii-google-parks,Hawaii-google-transit_stations,Hawaii-google-workplaces,Hawaii-google-residential,Hawaii-jh_beta_7,Hawaii-jh_gamma_7,Hawaii-cdc_beta_7,Hawaii-cdc_gamma_7,Hawaii-jh_beta_14,Hawaii-jh_gamma_14,Hawaii-cdc_beta_14,Hawaii-cdc_gamma_14,Hawaii-jh_beta_30,Hawaii-jh_gamma_30,Hawaii-cdc_beta_30,Hawaii-cdc_gamma_30,Hawaii-census_pop,Hawaii-jh_confirmed,Hawaii-jh_death,Hawaii-cdc_confirmed,Hawaii-cdc_death,Hawaii-jh_confirmed_ratio,Hawaii-jh_death_ratio,Hawaii-cdc_confirmed_ratio,Hawaii-cdc_death_ratio
06-08-2021,130.98,152.64,-15.0,-3.0,-16.0,-27.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,36685,505,35422,502,0.0259098280070514,0.0003566706594946,0.025017798219048,0.0003545518238936
06-09-2021,134.77,153.72,-16.0,-4.0,-12.0,-29.0,-34.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,36731,505,35461,502,0.0259423168195995,0.0003566706594946,0.0250453430818605,0.0003545518238936
06-10-2021,137.45,160.62,-15.0,0.0,-16.0,-28.0,-35.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,36793,505,35522,502,0.0259861060886859,0.0003566706594946,0.0250884260724133,0.0003545518238936
06-11-2021,141.17,171.1,-18.0,-3.0,-10.0,-34.0,-46.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,36871,506,35595,503,0.0260411958143109,0.0003573769380282,0.0251399844053699,0.0003552581024273
06-12-2021,146.44,174.64,-20.0,-4.0,-5.0,-31.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,36975,506,35693,503,0.0261146487818107,0.0003573769380282,0.0252091997016679,0.0003552581024273
06-13-2021,126.29,159.25,-18.0,-6.0,-11.0,-26.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37011,506,35723,503,0.0261400748090222,0.0003573769380282,0.0252303880576775,0.0003552581024273
06-14-2021,134.87,164.07,-16.0,-7.0,-14.0,-26.0,-35.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37067,506,35769,503,0.0261796264069068,0.0003573769380282,0.0252628768702255,0.0003552581024273
06-15-2021,135.98,164.12,-15.0,-2.0,-15.0,-26.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37104,506,35802,503,0.0262057587126519,0.0003573769380282,0.0252861840618361,0.0003552581024273
06-16-2021,137.58,165.74,-16.0,-3.0,-11.0,-27.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37134,507,35831,504,0.0262269470686615,0.0003580832165619,0.025306666139312,0.0003559643809609
06-17-2021,139.35,167.59,-17.0,-1.0,-17.0,-27.0,-35.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37170,507,35862,504,0.026252373095873,0.0003580832165619,0.0253285607738552,0.0003559643809609
06-18-2021,151.57,184.13,-16.0,1.0,-9.0,-29.0,-36.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37214,510,35919,506,0.0262834493513537,0.0003602020521629,0.0253688186502734,0.0003573769380282
06-19-2021,156.56,180.86,-19.0,0.0,-5.0,-30.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37284,511,35976,508,0.0263328888487094,0.0003609083306965,0.0254090765266916,0.0003587894950956
06-20-2021,125.68,158.89,-16.0,-1.0,-11.0,-28.0,-19.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37353,513,36036,510,0.0263816220675315,0.0003623208877638,0.0254514532387108,0.0003602020521629
06-21-2021,137.82,161.73,-17.0,-9.0,-16.0,-24.0,-35.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37367,513,36048,510,0.0263915099670026,0.0003623208877638,0.0254599285811146,0.0003602020521629
06-22-2021,138.61,161.22,-15.0,-3.0,-13.0,-26.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37387,513,36066,510,0.0264056355376757,0.0003623208877638,0.0254726415947204,0.0003602020521629
06-23-2021,139.69,163.78,-16.0,-6.0,-10.0,-29.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37429,513,36104,510,0.0264352992360891,0.0003623208877638,0.0254994801789992,0.0003602020521629
06-24-2021,141.74,167.65,-16.0,-4.0,-14.0,-28.0,-35.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37484,513,36157,510,0.02647414455544,0.0003623208877638,0.0255369129412828,0.0003602020521629
06-25-2021,150.35,174.42,-17.0,-5.0,-9.0,-27.0,-31.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37532,514,36198,511,0.0265080459250553,0.0003630271662975,0.0255658703611625,0.0003609083306965
06-26-2021,147.98,179.93,-19.0,-5.0,-4.0,-29.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37596,516,36251,513,0.0265532477512091,0.0003644397233648,0.0256033031234461,0.0003623208877638
06-27-2021,130.52,159.88,-16.0,-7.0,-10.0,-24.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37647,516,36297,513,0.0265892679564254,0.0003644397233648,0.0256357919359942,0.0003623208877638
06-28-2021,135.62,164.65,-17.0,-11.0,-16.0,-25.0,-35.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37669,516,36314,513,0.0266048060841658,0.0003644397233648,0.0256477986710663,0.0003623208877638
06-29-2021,139.26,162.12,-18.0,-8.0,-18.0,-28.0,-35.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37702,516,36344,513,0.0266281132757763,0.0003644397233648,0.0256689870270758,0.0003623208877638
06-30-2021,141.36,160.48,-14.0,-4.0,-11.0,-26.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37758,517,36391,514,0.0266676648736608,0.0003651460018984,0.0257021821181575,0.0003630271662975
07-01-2021,142.92,162.09,-14.0,-1.0,-14.0,-26.0,-35.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37807,518,36435,515,0.0267022725218098,0.0003658522804321,0.0257332583736382,0.0003637334448311
07-02-2021,152.71,175.91,-15.0,0.0,-12.0,-27.0,-34.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37886,518,36508,515,0.0267580685259684,0.0003658522804321,0.0257848167065949,0.0003637334448311
07-03-2021,144.46,177.14,-16.0,2.0,-6.0,-31.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37933,518,36552,515,0.0267912636170501,0.0003658522804321,0.0258158929620756,0.0003637334448311
07-04-2021,116.13,157.8,-22.0,0.0,-10.0,-31.0,-23.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,37995,518,36604,515,0.0268350528861366,0.0003658522804321,0.0258526194458256,0.0003637334448311
07-05-2021,135.09,165.03,-13.0,-7.0,-4.0,-31.0,-67.0,17.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38043,518,36646,515,0.0268689542557519,0.0003658522804321,0.025882283144239,0.0003637334448311
07-06-2021,140.17,166.53,-13.0,0.0,-14.0,-23.0,-34.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38082,518,36680,515,0.0268964991185643,0.0003658522804321,0.0259062966143832,0.0003637334448311
07-07-2021,144.73,167.04,-14.0,-3.0,-9.0,-27.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38121,518,36714,515,0.0269240439813768,0.0003658522804321,0.0259303100845274,0.0003637334448311
07-08-2021,143.11,169.81,-15.0,-2.0,-14.0,-25.0,-35.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38196,519,36777,516,0.0269770148714008,0.0003665585589657,0.0259748056321475,0.0003644397233648
07-09-2021,149.11,176.64,-17.0,-3.0,-9.0,-26.0,-31.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38265,519,36834,516,0.0270257480902228,0.0003665585589657,0.0260150635085657,0.0003644397233648
07-10-2021,149.02,178.1,-19.0,-4.0,-8.0,-28.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38379,521,36934,518,0.0271062638430592,0.000367971116033,0.026085691361931,0.0003658522804321
07-11-2021,130.98,164.46,-16.0,-6.0,-14.0,-23.0,-18.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38481,521,37025,518,0.0271783042534918,0.000367971116033,0.0261499627084934,0.0003658522804321
07-12-2021,139.44,167.8,-15.0,-8.0,-16.0,-23.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38544,521,37081,518,0.0272227998011119,0.000367971116033,0.0261895143063779,0.0003658522804321
07-13-2021,140.89,166.92,-13.0,-3.0,-14.0,-24.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38605,521,37134,518,0.0272658827916647,0.000367971116033,0.0262269470686615,0.0003658522804321
07-14-2021,144.07,169.6,-13.0,-5.0,-12.0,-25.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38653,521,37174,518,0.0272997841612801,0.000367971116033,0.0262551982100076,0.0003658522804321
07-15-2021,145.52,173.81,-13.0,-1.0,-14.0,-25.0,-35.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38819,522,37318,519,0.0274170263978664,0.0003686773945667,0.0263569023188536,0.0003665585589657
07-16-2021,153.78,187.3,-15.0,-4.0,-12.0,-25.0,-31.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,38966,523,37455,520,0.0275208493423134,0.0003693836731003,0.0264536624779641,0.0003672648374994
07-17-2021,151.14,187.54,-16.0,-3.0,-6.0,-26.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,39090,523,37577,520,0.0276084278804863,0.0003693836731003,0.0265398284590697,0.0003672648374994
07-18-2021,133.18,168.35,-12.0,-5.0,-9.0,-22.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,39254,523,37717,520,0.0277242575600054,0.0003693836731003,0.0266387074537811,0.0003672648374994
07-19-2021,142.36,171.02,-14.0,-7.0,-16.0,-22.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,39386,523,37839,520,0.0278174863264475,0.0003693836731003,0.0267248734348867,0.0003672648374994
07-20-2021,141.14,168.82,-12.0,-4.0,-17.0,-23.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,39486,523,37936,520,0.0278881141798128,0.0003693836731003,0.026793382452651,0.0003672648374994
07-21-2021,143.76,168.97,-14.0,-6.0,-15.0,-26.0,-34.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,39649,524,38066,521,0.0280032375807982,0.000370089951634,0.0268851986620259,0.000367971116033
07-22-2021,144.17,168.92,-14.0,-3.0,-16.0,-25.0,-35.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,39892,527,38284,524,0.0281748632644758,0.000372208787235,0.0270391673823622,0.000370089951634
07-23-2021,151.18,177.22,-16.0,-5.0,-13.0,-27.0,-31.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,40125,527,38499,524,0.0283394261628169,0.000372208787235,0.0271910172670975,0.000370089951634
07-24-2021,150.2,178.16,-18.0,-6.0,-10.0,-28.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,40383,527,38741,524,0.0285216460244993,0.000372208787235,0.0273619366722415,0.000370089951634
07-25-2021,131.23,166.24,-15.0,-7.0,-15.0,-24.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,40659,529,39000,526,0.0287165788997875,0.0003736213443023,0.0275448628124576,0.0003715025087013
07-26-2021,145.26,167.52,-15.0,-9.0,-16.0,-24.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,40822,529,39156,526,0.0288317023007729,0.0003736213443023,0.0276550422637074,0.0003715025087013
07-27-2021,140.56,165.63,-13.0,-5.0,-17.0,-25.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,40984,529,39304,526,0.0289461194232246,0.0003736213443023,0.027759571486688,0.0003715025087013
07-28-2021,141.51,163.96,-15.0,-7.0,-15.0,-25.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,41069,532,39392,529,0.0290061530985851,0.0003757401799032,0.0278217239976495,0.0003736213443023
07-29-2021,140.21,165.26,-15.0,-5.0,-20.0,-27.0,-34.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,41303,534,39624,531,0.0291714222754599,0.0003771527369705,0.0279855806174569,0.0003750339013696
07-30-2021,151.65,174.02,-16.0,-5.0,-13.0,-27.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,41925,537,40176,534,0.0296107275233919,0.0003792715725715,0.0283754463680332,0.0003771527369705
07-31-2021,148.16,176.1,-18.0,-6.0,-9.0,-29.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,42410,537,40643,534,0.0299532726122135,0.0003792715725715,0.0287052784432491,0.0003771527369705
08-01-2021,129.94,160.91,-15.0,-7.0,-16.0,-21.0,-18.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,42862,537,41090,534,0.0302725105094245,0.0003792715725715,0.0290209849477918,0.0003771527369705
08-02-2021,137.74,163.01,-14.0,-8.0,-20.0,-23.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,43227,537,41446,534,0.0305303021742078,0.0003792715725715,0.0292724201057722,0.0003771527369705
08-03-2021,140.15,165.31,-12.0,-1.0,-18.0,-25.0,-32.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,43616,538,41815,535,0.0308050445237987,0.0003799778511051,0.0295330368846901,0.0003778590155042
08-04-2021,142.49,167.41,-14.0,-6.0,-15.0,-26.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,43962,538,42135,535,0.0310494168964426,0.0003799778511051,0.029759046015459,0.0003778590155042
08-05-2021,142.76,169.43,-16.0,-3.0,-20.0,-26.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,44617,538,42770,535,0.0315120293359851,0.0003799778511051,0.0302075328843285,0.0003778590155042
08-06-2021,149.86,178.84,-17.0,-4.0,-14.0,-26.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,45245,540,43377,537,0.0319555722551191,0.0003813904081724,0.0306362439542557,0.0003792715725715
08-07-2021,142.2,175.71,-19.0,-6.0,-10.0,-27.0,-21.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,45860,542,43977,539,0.0323899335533155,0.0003828029652397,0.0310600110744474,0.0003806841296388
08-08-2021,130.54,160.71,-17.0,-7.0,-14.0,-25.0,-18.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,46503,542,44609,539,0.0328440706504542,0.0003828029652397,0.0315063791077159,0.0003806841296388
08-09-2021,136.19,163.85,-16.0,-8.0,-17.0,-21.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,46940,543,45041,540,0.0331527143696605,0.0003835092437734,0.0318114914342539,0.0003813904081724
08-10-2021,138.02,163.25,-16.0,-5.0,-16.0,-22.0,-32.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,47376,543,45460,540,0.0334606518103331,0.0003835092437734,0.0321074221398544,0.0003813904081724
08-11-2021,139.23,164.45,-16.0,-6.0,-12.0,-26.0,-32.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,47848,545,45920,542,0.0337940152782172,0.0003849218008407,0.0324323102653347,0.0003828029652397
08-12-2021,141.59,166.83,-17.0,-4.0,-18.0,-23.0,-34.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,48397,546,46463,543,0.0341817621931926,0.0003856280793744,0.0328158195091081,0.0003835092437734
08-13-2021,150.62,174.35,-18.0,-5.0,-15.0,-26.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,49564,547,47612,544,0.0350059892419653,0.000386334357908,0.0336273335442751,0.0003842155223071
08-14-2021,142.79,173.38,-19.0,-6.0,-11.0,-28.0,-22.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,50355,548,48376,545,0.0355646555620847,0.0003870406364417,0.0341669303439859,0.0003849218008407
08-15-2021,125.16,162.94,-16.0,-6.0,-12.0,-22.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,51200,552,49205,549,0.0361614609230212,0.0003898657505763,0.034752435248384,0.0003877469149753
08-16-2021,140.68,166.38,-17.0,-10.0,-19.0,-20.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,51739,552,49727,549,0.0365421450526601,0.0003898657505763,0.0351211126429507,0.0003877469149753
08-17-2021,140.29,167.68,-17.0,-6.0,-20.0,-24.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,52199,552,50180,549,0.0368670331781404,0.0003898657505763,0.0354410568186954,0.0003877469149753
08-18-2021,143.78,165.35,-18.0,-7.0,-14.0,-25.0,-31.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,52846,554,50821,551,0.0373239953894137,0.0003912783076436,0.0358937813587668,0.0003891594720426
08-19-2021,146.76,170.5,-17.0,-5.0,-19.0,-24.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,53598,558,51565,555,0.0378551168467206,0.0003941034217782,0.0364192525878045,0.0003919845861772
08-20-2021,142.48,175.24,-18.0,-6.0,-12.0,-29.0,-43.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,54443,562,52401,559,0.0384519222076571,0.0003969285359128,0.0370097014419382,0.0003948097003118
08-21-2021,135.82,164.88,-22.0,-8.0,-14.0,-28.0,-24.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,55206,563,53153,560,0.0389908127288342,0.0003976348144465,0.0375408228992451,0.0003955159788455
08-22-2021,116.09,145.01,-20.0,-11.0,-21.0,-27.0,-21.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,56099,564,54038,561,0.0396215194593861,0.0003983410929801,0.0381658794015278,0.0003962222573791
08-23-2021,126.12,144.7,-22.0,-14.0,-39.0,-25.0,-33.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,56670,564,54608,561,0.0400248045021018,0.0003983410929801,0.0385684581657099,0.0003962222573791
08-24-2021,124.61,140.26,-19.0,-8.0,-23.0,-27.0,-31.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,57235,565,55165,562,0.0404238518736157,0.0003990473715138,0.0389618553089544,0.0003969285359128
08-25-2021,124.7,138.76,-20.0,-9.0,-17.0,-30.0,-31.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,57747,573,55668,570,0.0407854664828459,0.000404697599783,0.0393171134113818,0.000402578764182
08-26-2021,128.63,138.71,-21.0,-8.0,-24.0,-30.0,-32.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000001354651,2.076343344017396e-05,0.0250000013467868,2.068311723666947e-05,1415872,58578,573,56492,570,0.0413723839443113,0.000404697599783,0.0398990869231116,0.000402578764182
08-27-2021,131.38,144.0,-22.0,-8.0,-18.0,-32.0,-28.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015220275,2.214074930996445e-05,0.0250000015080174,2.200697098116235e-05,1415872,59613,582,57509,579,0.0421033822266419,0.0004110541065859,0.0406173721918365,0.0004089352709849
08-28-2021,123.14,140.24,-24.0,-10.0,-14.0,-32.0,-23.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000001494695,2.156162598285835e-05,0.0250000014820224,2.1453460562388634e-05,1415872,60551,587,58436,584,0.0427658714912082,0.0004145854992541,0.0412720923925326,0.0004124666636532
08-29-2021,101.42,115.76,-23.0,-11.0,-22.0,-32.0,-21.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000001580507,2.1971073364367234e-05,0.0250000015651639,2.185119334588292e-05,1415872,62229,589,60094,586,0.0439510068706775,0.0004159980563214,0.0424431022013289,0.0004138792207205
08-30-2021,112.09,115.87,-23.0,-13.0,-26.0,-30.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015759732,2.1596576378855378e-05,0.0250000015617887,2.149989087672888e-05,1415872,62949,589,60808,586,0.0444595274149075,0.0004159980563214,0.042947385074357,0.0004138792207205
08-31-2021,109.93,109.99,-22.0,-9.0,-28.0,-31.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000018152425,2.355198973598227e-05,0.0250000017928217,2.33836743854376e-05,1415872,63502,589,61353,586,0.0448500994440175,0.0004159980563214,0.0433323068751977,0.0004138792207205
