date,Louisiana-apple-driving,Louisiana-apple-walking,Louisiana-google-retail_and_recreation,Louisiana-google-grocery_and_pharmacy,Louisiana-google-parks,Louisiana-google-transit_stations,Louisiana-google-workplaces,Louisiana-google-residential,Louisiana-jh_beta_7,Louisiana-jh_gamma_7,Louisiana-cdc_beta_7,Louisiana-cdc_gamma_7,Louisiana-jh_beta_14,Louisiana-jh_gamma_14,Louisiana-cdc_beta_14,Louisiana-cdc_gamma_14,Louisiana-jh_beta_30,Louisiana-jh_gamma_30,Louisiana-cdc_beta_30,Louisiana-cdc_gamma_30,Louisiana-census_pop,Louisiana-jh_confirmed,Louisiana-jh_death,Louisiana-cdc_confirmed,Louisiana-cdc_death,Louisiana-jh_confirmed_ratio,Louisiana-jh_death_ratio,Louisiana-cdc_confirmed_ratio,Louisiana-cdc_death_ratio
01-01-2021,76.01,41.92,-44.0,-28.0,-28.0,-47.0,-69.0,24.0,0.0250000003290028,2.128909288737986e-05,0.0250000003290028,2.128909288737986e-05,0.0250000262614288,0.0001145105585663,0.0250000262614288,0.0001145105585663,0.0250000111485511,0.0001041050367302,0.0250000111485511,0.0001041050367302,4648794,315275,7488,315275,7488,0.0678186643675757,0.0016107403339446,0.0678186643675757,0.0016107403339446
01-02-2021,96.0,44.94,-24.0,-10.0,-42.0,-23.0,-20.0,8.0,0.0250000004007601,2.459023610520025e-05,0.0250000004007601,2.459023610520025e-05,0.025000024967417,0.0001143644137779,0.025000024967417,0.0001143644137779,0.0250000107652704,0.0001008447095298,0.0250000107652704,0.0001008447095298,4648794,315275,7488,315275,7488,0.0678186643675757,0.0016107403339446,0.0678186643675757,0.0016107403339446
01-03-2021,76.0,30.49,-22.0,-9.0,-28.0,-16.0,-18.0,5.0,0.0250000004443218,2.7083156093829687e-05,0.0250000004443218,2.7083156093829687e-05,0.0250000276516164,0.0001234164899131,0.0250000276516164,0.0001234164899131,0.0250000107368177,0.0001010414249707,0.0250000107368177,0.0001010414249707,4648794,321058,7537,321058,7537,0.0690626429134093,0.0016212807020487,0.0690626429134093,0.0016212807020487
01-04-2021,95.85,36.65,-10.0,-2.0,-25.0,-20.0,-23.0,7.0,0.0250000004681259,2.8306734217782773e-05,0.0250000004681259,2.8306734217782773e-05,0.0250000236776434,0.000116405297273,0.0250000236776434,0.000116405297273,0.0250000107032438,0.000101124634607,0.0250000107032438,0.000101124634607,4648794,322181,7585,322181,7585,0.0693042109415904,0.0016316059605996,0.0693042109415904,0.0016316059605996
01-05-2021,99.94,38.16,-11.0,1.0,-24.0,-20.0,-24.0,7.0,0.0250000004422488,2.708027044837204e-05,0.0250000004422488,2.708027044837204e-05,0.0250000200169563,0.0001058376336396,0.0250000200169563,0.0001058376336396,0.02500001121908,0.000106095313464,0.02500001121908,0.000106095313464,4648794,326648,7635,326648,7635,0.0702651053154861,0.0016423614382568,0.0702651053154861,0.0016423614382568
01-06-2021,93.92,37.07,-14.0,-5.0,-24.0,-18.0,-23.0,7.0,0.0250000003954998,2.4712592754932205e-05,0.0250000003954998,2.4712592754932205e-05,0.0250000175535267,9.9518141339624e-05,0.0250000175535267,9.9518141339624e-05,0.0250000110035388,0.0001043658655486,0.0250000110035388,0.0001043658655486,4648794,333524,7681,333524,7681,0.0717441986029064,0.0016522564777015,0.0717441986029064,0.0016522564777015
01-07-2021,95.3,37.33,-20.0,-7.0,-42.0,-24.0,-24.0,10.0,0.0250000003836066,2.3764297154139712e-05,0.0250000003836066,2.3764297154139712e-05,0.0250000029748944,6.536045594706957e-05,0.0250000029748944,6.536045594706957e-05,0.0250000111542609,0.000105824977346,0.0250000111542609,0.000105824977346,4648794,338054,7728,338054,7728,0.0727186448786502,0.0016623666266993,0.0727186448786502,0.0016623666266993
01-08-2021,110.45,43.66,-21.0,-5.0,-40.0,-28.0,-23.0,10.0,0.0250000004027645,2.4225038565482103e-05,0.0250000004027645,2.4225038565482103e-05,0.0250000029418348,6.413678890174864e-05,0.0250000029418348,6.413678890174864e-05,0.0250000109211085,0.000103696444789,0.0250000109211085,0.000103696444789,4648794,341431,7833,341431,7833,0.0734450698396186,0.0016849531297794,0.0734450698396186,0.0016849531297794
01-09-2021,104.67,44.94,-21.0,-5.0,-46.0,-25.0,-14.0,7.0,0.0250000005769823,3.080187176725754e-05,0.0250000005769823,3.080187176725754e-05,0.0250000181634136,0.0001004730010877,0.0250000181634136,0.0001004730010877,0.02500001089071,0.0001033652449836,0.02500001089071,0.0001033652449836,4648794,341431,7833,341431,7833,0.0734450698396186,0.0016849531297794,0.0734450698396186,0.0016849531297794
01-10-2021,71.32,29.42,-27.0,-7.0,-51.0,-31.0,-20.0,7.0,0.0250000006937002,3.598448612458204e-05,0.0250000006937002,3.598448612458204e-05,0.0250000220545672,0.000113342625274,0.0250000220545672,0.000113342625274,0.0250000107770966,0.0001022994501706,0.0250000107770966,0.0001022994501706,4648794,346829,7873,346829,7873,0.0746062312074916,0.0016935575119052,0.0746062312074916,0.0016935575119052
01-11-2021,85.31,33.33,-27.0,-15.0,-49.0,-31.0,-30.0,12.0,0.0250000006877338,3.603975960668146e-05,0.0250000006877338,3.603975960668146e-05,0.0250000228949109,0.0001191737357164,0.0250000228949109,0.0001191737357164,0.0250000106025329,0.0001007004572219,0.0250000106025329,0.0001007004572219,4648794,348234,7918,348234,7918,0.0749084601296594,0.0017032374417967,0.0749084601296594,0.0017032374417967
01-12-2021,93.52,36.36,-18.0,-6.0,-38.0,-24.0,-25.0,9.0,0.0250000006756297,3.5769623172686606e-05,0.0250000006756297,3.5769623172686606e-05,0.0250000225354498,0.0001182568802766,0.0250000225354498,0.0001182568802766,0.0250000111857917,0.0001061153577111,0.0250000111857917,0.0001061153577111,4648794,352939,7971,352939,7971,0.0759205505772034,0.0017146382481133,0.0759205505772034,0.0017146382481133
01-13-2021,97.01,38.41,-17.0,-7.0,-25.0,-20.0,-24.0,7.0,0.0250000006720521,3.567780425050875e-05,0.0250000006720521,3.567780425050875e-05,0.025000019810351,0.0001119078406886,0.025000019810351,0.0001119078406886,0.0250000108480235,0.0001030373985783,0.0250000108480235,0.0001030373985783,4648794,355835,8022,355835,8022,0.0765435078431094,0.0017256088353237,0.0765435078431094,0.0017256088353237
01-14-2021,100.06,39.47,-19.0,-8.0,-29.0,-23.0,-24.0,8.0,0.0250000006878458,3.629470585708354e-05,0.0250000006878458,3.629470585708354e-05,0.0250000171335488,0.0001080411797879,0.0250000171335488,0.0001080411797879,0.0250000110273412,0.0001046075904189,0.0250000110273412,0.0001046075904189,4648794,361148,8080,361148,8080,0.0776863848989651,0.0017380851894061,0.0776863848989651,0.0017380851894061
01-15-2021,115.65,47.35,-22.0,-11.0,-32.0,-26.0,-24.0,9.0,0.0250000007078397,3.690892562541201e-05,0.0250000007078397,3.690892562541201e-05,0.0250000163762473,0.0001089934109705,0.0250000163762473,0.0001089934109705,0.0250000108336515,0.000102685635574,0.0250000108336515,0.000102685635574,4648794,364853,8080,364853,8080,0.0784833657933649,0.0017380851894061,0.0784833657933649,0.0017380851894061
01-16-2021,107.43,50.49,-23.0,-10.0,-38.0,-25.0,-16.0,6.0,0.0250000005166279,2.913895632499463e-05,0.0250000005166279,2.913895632499463e-05,0.025000018351916,0.0001209662658175,0.025000018351916,0.0001209662658175,0.0250000107158514,0.0001017574055915,0.0250000107158514,0.0001017574055915,4648794,364853,8080,364853,8080,0.0784833657933649,0.0017380851894061,0.0784833657933649,0.0017380851894061
01-17-2021,78.79,37.1,-25.0,-9.0,-25.0,-29.0,-19.0,5.0,0.0250000005740363,3.237080613440477e-05,0.0250000005740363,3.237080613440477e-05,0.0250000195536278,0.0001312549944074,0.0250000195536278,0.0001312549944074,0.0250000106153073,0.0001012131255841,0.0250000106153073,0.0001012131255841,4648794,368980,8203,368980,8203,0.0793711229191915,0.0017645436644428,0.0793711229191915,0.0017645436644428
01-18-2021,94.62,37.38,-21.0,-14.0,-19.0,-28.0,-41.0,12.0,0.0250000006242161,3.39009279952851e-05,0.0250000006242161,3.39009279952851e-05,0.0250000168735368,0.0001285402108552,0.0250000168735368,0.0001285402108552,0.0250000106790932,0.0001018346070786,0.0250000106790932,0.0001018346070786,4648794,369951,8253,369951,8253,0.0795799942952946,0.0017752991421,0.0795799942952946,0.0017752991421
01-19-2021,94.89,37.67,-21.0,-7.0,-24.0,-25.0,-24.0,7.0,0.0250000006543708,3.468724918127237e-05,0.0250000006543708,3.468724918127237e-05,0.0250000166012532,0.0001280899218654,0.0250000166012532,0.0001280899218654,0.0250000112877666,0.000107456122559,0.0250000112877666,0.000107456122559,4648794,372089,8324,372089,8324,0.0800398985199172,0.0017905719203733,0.0800398985199172,0.0017905719203733
01-20-2021,92.99,36.94,-19.0,-9.0,-19.0,-19.0,-24.0,7.0,0.0250000006870738,3.543672433504056e-05,0.0250000006870738,3.543672433504056e-05,0.0250000150666568,0.0001266998566875,0.0250000150666568,0.0001266998566875,0.0250000111245035,0.0001058551041695,0.0250000111245035,0.0001058551041695,4648794,374582,8383,374582,8383,0.080576166635906,0.0018032633840088,0.080576166635906,0.0018032633840088
01-21-2021,94.99,37.87,-23.0,-11.0,-32.0,-25.0,-24.0,8.0,0.0250000007243817,3.657216805983633e-05,0.0250000007243817,3.657216805983633e-05,0.0250000126829797,0.0001258881572139,0.0250000126829797,0.0001258881572139,0.0250000108793177,0.0001032191718252,0.0250000108793177,0.0001032191718252,4648794,378318,8442,378318,8442,0.0813798159264531,0.0018159548476443,0.0813798159264531,0.0018159548476443
01-22-2021,107.71,44.11,-25.0,-12.0,-43.0,-30.0,-24.0,11.0,0.02500000074507,3.723990788317994e-05,0.02500000074507,3.723990788317994e-05,0.0250000056296347,0.0001172863389728,0.0250000056296347,0.0001172863389728,0.0250000107179311,0.0001016013098601,0.0250000107179311,0.0001016013098601,4648794,380255,8483,380255,8483,0.0817964831308937,0.0018247743393232,0.0817964831308937,0.0018247743393232
01-23-2021,105.02,47.3,-23.0,-10.0,-45.0,-28.0,-16.0,7.0,0.0250000009120405,4.470030334232822e-05,0.0250000009120405,4.470030334232822e-05,0.0250000050879209,0.0001051855072544,0.0250000050879209,0.0001051855072544,0.0250000103658871,9.814700007518482e-05,0.0250000103658871,9.814700007518482e-05,4648794,380255,8483,380255,8483,0.0817964831308937,0.0018247743393232,0.0817964831308937,0.0018247743393232
01-24-2021,74.26,31.74,-24.0,-11.0,-26.0,-26.0,-19.0,5.0,0.025000001012614,5.006319302961008e-05,0.025000001012614,5.006319302961008e-05,0.0250000055889394,0.0001164983179089,0.0250000055889394,0.0001164983179089,0.0250000102503154,9.718049110482e-05,0.0250000102503154,9.718049110482e-05,4648794,383862,8565,383862,8565,0.0825723832890853,0.0018424133226811,0.0825723832890853,0.0018424133226811
01-25-2021,90.52,34.96,-20.0,-12.0,-30.0,-26.0,-23.0,7.0,0.0250000008025511,4.1165010491098987e-05,0.0250000008025511,4.1165010491098987e-05,0.0250000057861005,0.000120692221631,0.0250000057861005,0.000120692221631,0.0250000108680942,0.0001029963050772,0.0250000108680942,0.0001029963050772,4648794,385942,8590,385942,8590,0.0830198111596254,0.0018477910615097,0.0830198111596254,0.0018477910615097
01-26-2021,94.8,35.98,-17.0,-7.0,-29.0,-23.0,-24.0,7.0,0.0250000007758095,4.03030489774412e-05,0.0250000007758095,4.03030489774412e-05,0.0250000058124305,0.0001216500648094,0.0250000058124305,0.0001216500648094,0.0250000114556393,0.0001086412119706,0.0250000114556393,0.0001086412119706,4648794,388562,8621,388562,8621,0.0835833981888636,0.0018544594576571,0.0835833981888636,0.0018544594576571
01-27-2021,96.62,36.62,-16.0,-9.0,-22.0,-19.0,-23.0,7.0,0.0250000006764955,3.6294214424863e-05,0.0250000006764955,3.6294214424863e-05,0.0250000057493942,0.000120914041372,0.0250000057493942,0.000120914041372,0.0250000116342413,0.0001106790657677,0.0250000116342413,0.0001106790657677,4648794,392416,8688,392416,8688,0.0844124304066818,0.0018688717977178,0.0844124304066818,0.0018688717977178
01-28-2021,99.04,38.17,-19.0,-10.0,-30.0,-22.0,-24.0,7.0,0.0250000006440431,3.461869408812247e-05,0.0250000006440431,3.461869408812247e-05,0.0250000057383702,0.0001208905438086,0.0250000057383702,0.0001208905438086,0.0250000116268498,0.000110625072426,0.0250000116268498,0.000110625072426,4648794,394909,8743,394909,8743,0.0849486985226706,0.0018807028231407,0.0849486985226706,0.0018807028231407
01-29-2021,116.86,48.09,-19.0,-10.0,-25.0,-24.0,-22.0,8.0,0.0250000006235532,3.3361300736035265e-05,0.0250000006235532,3.3361300736035265e-05,0.0250000056899313,0.0001199577597966,0.0250000056899313,0.0001199577597966,0.0250000112926117,0.0001076444543495,0.0250000112926117,0.0001076444543495,4648794,397276,8801,397276,8801,0.0854578628349632,0.0018931791772231,0.0854578628349632,0.0018931791772231
01-30-2021,112.59,54.13,-20.0,-9.0,-32.0,-23.0,-15.0,5.0,0.0250000006657408,3.481968394877617e-05,0.0250000006657408,3.481968394877617e-05,0.0250000063503309,0.0001342632937676,0.0250000063503309,0.0001342632937676,0.0250000109813418,0.0001050853438937,0.0250000109813418,0.0001050853438937,4648794,397276,8801,397276,8801,0.0854578628349632,0.0018931791772231,0.0854578628349632,0.0018931791772231
01-31-2021,81.22,34.09,-18.0,-6.0,-15.0,-21.0,-18.0,4.0,0.0250000007736108,3.998912385536797e-05,0.0250000007736108,3.998912385536797e-05,0.0249999972833327,0.0001362219671925,0.0249999972833327,0.0001362219671925,0.0250000108626237,0.0001043693908541,0.0250000108626237,0.0001043693908541,4648794,400626,8859,400626,8859,0.0861784798379966,0.0019056555313055,0.0861784798379966,0.0019056555313055
02-01-2021,93.87,35.22,-16.0,-8.0,-28.0,-22.0,-22.0,6.0,0.0250000006573116,3.510389338170856e-05,0.0250000006573116,3.510389338170856e-05,0.0249999984462463,0.0001155001953173,0.0249999984462463,0.0001155001953173,0.0250000113980662,0.0001096707403592,0.0250000113980662,0.0001096707403592,4648794,401591,8912,401591,8912,0.0863860605567809,0.0019170563376221,0.0863860605567809,0.0019170563376221
02-02-2021,96.13,35.55,-16.0,-5.0,-27.0,-21.0,-23.0,7.0,0.0250000007244465,3.7972725758066114e-05,0.0250000007244465,3.7972725758066114e-05,0.0249999983271078,0.0001140042454141,0.0249999983271078,0.0001140042454141,0.0250000119420424,0.0001150322349614,0.0250000119420424,0.0001150322349614,4648794,404194,8953,404194,8953,0.0869459907236156,0.0019258758293011,0.0869459907236156,0.0019258758293011
02-03-2021,98.53,37.39,-12.0,-3.0,-16.0,-15.0,-22.0,5.0,0.0250000007691782,3.99399357821337e-05,0.0250000007691782,3.99399357821337e-05,0.0249999986496399,0.0001068970899983,0.0249999986496399,0.0001068970899983,0.0250000116487095,0.0001127070086491,0.0250000116487095,0.0001127070086491,4648794,406235,9006,406235,9006,0.0873850293215832,0.0019372766356177,0.0873850293215832,0.0019372766356177
02-04-2021,103.37,39.08,-15.0,-4.0,-22.0,-19.0,-23.0,6.0,0.0250000007135062,3.737578351786311e-05,0.0250000007135062,3.737578351786311e-05,0.0249999985703487,0.0001029338475193,0.0249999985703487,0.0001029338475193,0.0250000115822026,0.0001121806475302,0.0250000115822026,0.0001121806475302,4648794,408995,9044,408995,9044,0.0879787316882615,0.0019454507986372,0.0879787316882615,0.0019454507986372
02-05-2021,115.08,46.12,-21.0,-8.0,-43.0,-25.0,-23.0,9.0,0.0250000006837102,3.604797989537806e-05,0.0250000006837102,3.604797989537806e-05,0.024999998236584,9.848049624658696e-05,0.024999998236584,9.848049624658696e-05,0.0250000113427149,0.0001102499467622,0.0250000113427149,0.0001102499467622,4648794,409861,9076,409861,9076,0.0881650165612844,0.0019523343043378,0.0881650165612844,0.0019523343043378
02-06-2021,109.13,51.21,-22.0,-6.0,-51.0,-26.0,-16.0,7.0,0.0250000006300448,3.389881989883811e-05,0.0250000006300448,3.389881989883811e-05,0.0249999976416169,9.843809109032724e-05,0.0249999976416169,9.843809109032724e-05,0.0250000110418391,0.0001079288650449,0.0250000110418391,0.0001079288650449,4648794,409861,9076,409861,9076,0.0881650165612844,0.0019523343043378,0.0881650165612844,0.0019523343043378
02-07-2021,78.44,35.19,-23.0,-2.0,-27.0,-26.0,-17.0,4.0,0.0250000007102641,3.814175495407596e-05,0.0250000007102641,3.814175495407596e-05,0.0249999956332382,0.0001071845864728,0.0249999956332382,0.0001071845864728,0.0250000107814886,0.0001059510853797,0.0250000107814886,0.0001059510853797,4648794,411812,9119,411812,9119,0.088584695299469,0.001961584015123,0.088584695299469,0.001961584015123
02-08-2021,92.44,35.5,-20.0,-11.0,-24.0,-23.0,-22.0,6.0,0.0250000006255211,3.481528988152753e-05,0.0250000006255211,3.481528988152753e-05,0.0249999965329288,9.568301011481438e-05,0.0249999965329288,9.568301011481438e-05,0.0250000099486972,9.82011822692248e-05,0.0250000099486972,9.82011822692248e-05,4648794,412989,9142,412989,9142,0.0888378792435199,0.0019665315348453,0.0888378792435199,0.0019665315348453
02-09-2021,100.2,37.58,-14.0,-3.0,-17.0,-21.0,-22.0,6.0,0.0250000005433413,3.152694956221227e-05,0.0250000005433413,3.152694956221227e-05,0.0249999953340996,9.74844521753958e-05,0.0249999953340996,9.74844521753958e-05,0.0250000103542385,0.0001024691761489,0.0250000103542385,0.0001024691761489,4648794,414354,9162,414354,9162,0.0891315037835619,0.0019708337259082,0.0891315037835619,0.0019708337259082
02-10-2021,99.91,37.99,-14.0,-4.0,-18.0,-17.0,-22.0,6.0,0.0250000004914424,2.9504850654374164e-05,0.0250000004914424,2.9504850654374164e-05,0.0249999943835434,9.71340345698814e-05,0.0249999943835434,9.71340345698814e-05,0.0250000101131337,0.000100769510458,0.0250000101131337,0.000100769510458,4648794,414687,9212,414687,9212,0.089203135264759,0.0019815892035654,0.089203135264759,0.0019815892035654
02-11-2021,97.69,36.83,-21.0,-7.0,-46.0,-24.0,-24.0,9.0,0.0250000004285891,2.6494362184470418e-05,0.0250000004285891,2.6494362184470418e-05,0.0249999952191996,8.862715099038148e-05,0.0249999952191996,8.862715099038148e-05,0.0250000099778917,9.97674186283103e-05,0.0250000099778917,9.97674186283103e-05,4648794,417415,9239,417415,9239,0.0897899541257366,0.0019873971615003,0.0897899541257366,0.0019873971615003
02-12-2021,116.45,47.28,-21.0,-4.0,-47.0,-27.0,-25.0,11.0,0.0250000004096403,2.548401747256173e-05,0.0250000004096403,2.548401747256173e-05,0.0249999958034111,8.297604417951076e-05,0.0249999958034111,8.297604417951076e-05,0.0250000096362308,9.69431530252747e-05,0.0250000096362308,9.69431530252747e-05,4648794,418585,9276,418585,9276,0.0900416323029155,0.0019953562149667,0.0900416323029155,0.0019953562149667
02-13-2021,108.57,53.12,-20.0,3.0,-54.0,-23.0,-17.0,7.0,0.0250000004163072,2.5571905975386803e-05,0.0250000004163072,2.5571905975386803e-05,0.0249999965933647,7.680346456902422e-05,0.0249999965933647,7.680346456902422e-05,0.0250000093819309,9.483129907032704e-05,0.0250000093819309,9.483129907032704e-05,4648794,418585,9276,418585,9276,0.0900416323029155,0.0019953562149667,0.0900416323029155,0.0019953562149667
02-14-2021,76.17,39.83,-24.0,3.0,-52.0,-34.0,-22.0,7.0,0.025000000488315,2.9093225007032023e-05,0.025000000488315,2.9093225007032023e-05,0.0249999950491608,8.31888128823298e-05,0.0249999950491608,8.31888128823298e-05,0.0250000089468827,9.11525381703879e-05,0.0250000089468827,9.11525381703879e-05,4648794,419891,9292,419891,9292,0.090322565379322,0.001998797967817,0.090322565379322,0.001998797967817
02-15-2021,41.08,21.51,-71.0,-53.0,-69.0,-66.0,-76.0,31.0,0.0250000004116838,2.61895111741754e-05,0.0250000004116838,2.61895111741754e-05,0.0249999959819225,7.52657715064311e-05,0.0249999959819225,7.52657715064311e-05,0.025000009133199,9.356661894744456e-05,0.025000009133199,9.356661894744456e-05,4648794,420394,9325,420394,9325,0.0904307654845536,0.0020058965830707,0.0904307654845536,0.0020058965830707
02-16-2021,60.07,26.22,-54.0,-30.0,-62.0,-56.0,-73.0,28.0,0.0250000004131852,2.6381079991657785e-05,0.0250000004131852,2.6381079991657785e-05,0.0250000038402205,8.675353126706273e-05,0.0250000038402205,8.675353126706273e-05,0.0250000094316357,9.684119090513669e-05,0.0250000094316357,9.684119090513669e-05,4648794,420394,9325,420394,9325,0.0904307654845536,0.0020058965830707,0.0904307654845536,0.0020058965830707
02-17-2021,77.88,30.12,-43.0,-27.0,-57.0,-45.0,-53.0,20.0,0.0250000003967786,2.606212049297517e-05,0.0250000003967786,2.606212049297517e-05,0.0250000035737744,8.163558167783784e-05,0.0250000035737744,8.163558167783784e-05,0.0250000083484647,8.664000881320692e-05,0.0250000083484647,8.664000881320692e-05,4648794,421018,9391,421018,9391,0.0905649938457156,0.0020200938135783,0.0905649938457156,0.0020200938135783
02-18-2021,86.13,34.54,-35.0,-17.0,-55.0,-39.0,-46.0,17.0,0.0250000003388875,2.3014909586649175e-05,0.0250000003388875,2.3014909586649175e-05,0.0250000032596593,7.449662189643767e-05,0.0250000032596593,7.449662189643767e-05,0.0250000081269197,8.468132992653764e-05,0.0250000081269197,8.468132992653764e-05,4648794,421846,9406,421846,9406,0.0907431045557191,0.0020233204568754,0.0907431045557191,0.0020233204568754
