date,Maine-apple-driving,Maine-apple-walking,Maine-google-retail_and_recreation,Maine-google-grocery_and_pharmacy,Maine-google-parks,Maine-google-transit_stations,Maine-google-workplaces,Maine-google-residential,Maine-jh_beta_7,Maine-jh_gamma_7,Maine-cdc_beta_7,Maine-cdc_gamma_7,Maine-jh_beta_14,Maine-jh_gamma_14,Maine-cdc_beta_14,Maine-cdc_gamma_14,Maine-jh_beta_30,Maine-jh_gamma_30,Maine-cdc_beta_30,Maine-cdc_gamma_30,Maine-census_pop,Maine-jh_confirmed,Maine-jh_death,Maine-cdc_confirmed,Maine-cdc_death,Maine-jh_confirmed_ratio,Maine-jh_death_ratio,Maine-cdc_confirmed_ratio,Maine-cdc_death_ratio
06-23-2021,243.01,385.85,29.0,27.0,243.0,25.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000431831,1.3839417479592684e-05,0.025,1e-05,1344212,68879,856,68889,856,0.051241173267312,0.0006368043136052,0.051248612570041,0.0006368043136052
06-24-2021,255.86,392.98,26.0,29.0,267.0,30.0,-25.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,68889,856,68924,858,0.051248612570041,0.0006368043136052,0.0512746501295926,0.0006382921741511
06-25-2021,281.65,460.2,19.0,20.0,208.0,22.0,-29.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,68925,858,68963,858,0.0512753940598655,0.0006382921741511,0.0513036634102358,0.0006382921741511
06-26-2021,282.65,476.71,17.0,19.0,226.0,48.0,-7.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,68964,858,68969,858,0.0513044073405087,0.0006382921741511,0.0513081269918733,0.0006382921741511
06-27-2021,257.01,389.47,39.0,35.0,334.0,83.0,1.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003831457,1.369097381162463e-05,1344212,68977,858,68976,858,0.0513140784340565,0.0006382921741511,0.0513133345037836,0.0006382921741511
06-28-2021,240.94,356.88,33.0,32.0,271.0,31.0,-30.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003903184,1.3738220629619591e-05,0.0250000004193301,1.4111779821194714e-05,1344212,68990,858,69021,858,0.0513237495276042,0.0006382921741511,0.0513468113660642,0.0006382921741511
06-29-2021,240.48,353.18,28.0,30.0,276.0,24.0,-29.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004258983,1.415692961814908e-05,0.0250000004511586,1.4496531373196044e-05,1344212,69022,858,69037,858,0.0513475552963371,0.0006382921741511,0.0513587142504307,0.0006382921741511
06-30-2021,240.78,355.87,29.0,28.0,207.0,23.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004571558,1.4539650673476315e-05,0.0250000004797516,1.4851949310088838e-05,1344212,69034,858,69054,859,0.051356482459612,0.0006382921741511,0.05137136106507,0.000639036104424
07-01-2021,249.5,372.1,32.0,38.0,253.0,37.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000485212,1.489311587935332e-05,0.0250000005104197,1.520872429860634e-05,1344212,69055,859,69069,860,0.051372104995343,0.000639036104424,0.0513825200191636,0.0006397800346969
07-02-2021,268.33,413.05,26.0,32.0,197.0,29.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005155488,1.524952513981211e-05,0.0250000004311393,1.4506135690860676e-05,1344212,69070,860,69099,860,0.0513832639494365,0.0006397800346969,0.0514048379273507,0.0006397800346969
07-03-2021,262.57,448.01,19.0,32.0,220.0,56.0,-11.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004357644,1.4544883128163553e-05,0.025,1e-05,1344212,69099,860,69108,860,0.0514048379273507,0.0006397800346969,0.0514115332998068,0.0006397800346969
07-04-2021,220.13,373.43,26.0,28.0,325.0,55.0,-12.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69121,860,69118,860,0.0514212043933546,0.0006397800346969,0.0514189726025359,0.0006397800346969
07-05-2021,268.83,408.16,44.0,37.0,467.0,46.0,-64.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69121,860,69136,860,0.0514212043933546,0.0006397800346969,0.0514323633474481,0.0006397800346969
07-06-2021,265.67,413.49,36.0,38.0,320.0,39.0,-31.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69121,860,69156,861,0.0514212043933546,0.0006397800346969,0.0514472419529062,0.0006405239649698
07-07-2021,261.75,405.17,36.0,35.0,298.0,35.0,-28.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69159,861,69192,861,0.0514494737437249,0.0006405239649698,0.0514740234427307,0.0006405239649698
07-08-2021,260.49,411.62,31.0,34.0,222.0,33.0,-27.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69192,861,69201,862,0.0514740234427307,0.0006405239649698,0.0514807188151868,0.0006412678952427
07-09-2021,263.44,403.25,11.0,14.0,123.0,8.0,-32.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69202,862,69218,862,0.0514814627454598,0.0006412678952427,0.0514933656298262,0.0006412678952427
07-10-2021,302.56,518.13,22.0,29.0,282.0,76.0,-5.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69220,862,69219,862,0.051494853490372,0.0006412678952427,0.0514941095600991,0.0006412678952427
07-11-2021,259.79,402.64,42.0,39.0,358.0,94.0,2.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69220,862,69251,862,0.051494853490372,0.0006412678952427,0.051517915328832,0.0006412678952427
07-12-2021,251.81,400.1,38.0,38.0,262.0,32.0,-29.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69220,862,69284,862,0.051494853490372,0.0006412678952427,0.0515424650278378,0.0006412678952427
07-13-2021,253.37,404.68,35.0,37.0,267.0,35.0,-27.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69285,862,69328,862,0.0515432089581107,0.0006412678952427,0.0515751979598456,0.0006412678952427
07-14-2021,254.29,405.56,35.0,33.0,203.0,25.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69325,867,69373,877,0.0515729661690269,0.0006449875466072,0.0516086748221262,0.0006524268493362
07-15-2021,271.18,422.59,33.0,37.0,308.0,39.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69374,877,69418,878,0.0516094187523991,0.0006524268493362,0.0516421516844069,0.0006531707796091
07-16-2021,303.47,485.67,23.0,28.0,279.0,30.0,-28.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69418,878,69473,882,0.0516421516844069,0.0006531707796091,0.0516830678494166,0.0006561465007007
07-17-2021,303.2,532.98,22.0,27.0,245.0,63.0,-6.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69476,882,69474,882,0.0516852996402353,0.0006561465007007,0.0516838117796895,0.0006561465007007
07-18-2021,255.56,387.18,39.0,32.0,173.0,77.0,-1.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69476,882,69550,882,0.0516852996402353,0.0006561465007007,0.0517403504804301,0.0006561465007007
07-19-2021,256.11,415.25,36.0,37.0,243.0,37.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69476,882,69627,882,0.0516852996402353,0.0006561465007007,0.0517976331114437,0.0006561465007007
07-20-2021,255.61,417.77,33.0,36.0,293.0,33.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69627,882,69674,887,0.0517976331114437,0.0006561465007007,0.0518325978342701,0.0006598661520652
07-21-2021,261.2,430.26,35.0,34.0,229.0,30.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69675,887,69780,891,0.051833341764543,0.0006598661520652,0.0519114544431979,0.0006628418731569
07-22-2021,277.13,441.32,32.0,37.0,309.0,45.0,-23.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69781,891,69834,891,0.0519121983734708,0.0006628418731569,0.0519516266779347,0.0006628418731569
07-23-2021,304.52,490.93,23.0,28.0,277.0,38.0,-28.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69835,891,69905,897,0.0519523706082076,0.0006628418731569,0.0520044457273108,0.0006673054547943
07-24-2021,317.97,531.66,21.0,29.0,318.0,76.0,-4.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,69905,897,69904,897,0.0520044457273108,0.0006673054547943,0.0520037017970379,0.0006673054547943
07-25-2021,278.25,410.05,41.0,34.0,202.0,81.0,2.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005583444,2.047673370904701e-05,0.025,1e-05,0.025,1e-05,1344212,69905,897,69990,897,0.0520044457273108,0.0006673054547943,0.0520676798005076,0.0006673054547943
07-26-2021,263.69,416.11,37.0,38.0,304.0,40.0,-28.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000005594875,2.055621690947407e-05,0.0250000006123866,2.1759451677120384e-05,0.025,1e-05,0.025,1e-05,1344212,69905,897,70076,898,0.0520044457273108,0.0006673054547943,0.0521316578039773,0.0006680493850672
07-27-2021,260.87,411.77,33.0,38.0,299.0,34.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000006127447,2.180861096539733e-05,0.0250000006601932,2.2921591869087764e-05,0.025,1e-05,0.025,1e-05,1344212,70077,898,70141,899,0.0521324017342502,0.0006680493850672,0.052180013271716,0.0006687933153401
07-28-2021,268.85,445.82,37.0,36.0,292.0,36.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000006603213,2.294757780647401e-05,0.0250000007030966,2.396213721477252e-05,0.025,1e-05,0.025,1e-05,1344212,70141,899,70261,899,0.052180013271716,0.0006687933153401,0.0522692849044644,0.0006687933153401
07-29-2021,267.92,409.1,28.0,34.0,248.0,35.0,-23.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000005583197,2.0942384441827877e-05,0.025,1e-05,0.025,1e-05,0.0250000005019983,1.366267074033647e-05,1344212,70261,899,70372,899,0.0522692849044644,0.0006687933153401,0.0523518611647567,0.0006687933153401
07-30-2021,300.97,509.19,26.0,30.0,252.0,34.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005077438,1.3740393914511814e-05,0.0250000005799269,1.4451801579463414e-05,1344212,70372,899,70459,900,0.0523518611647567,0.0006687933153401,0.0524165830984993,0.000669537245613
07-31-2021,314.45,553.11,23.0,29.0,287.0,75.0,-3.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005849578,1.452424204932544e-05,0.0250000006001887,1.470629842220553e-05,1344212,70463,900,70463,900,0.0524195588195909,0.000669537245613,0.0524195588195909,0.000669537245613
08-01-2021,281.83,422.89,46.0,41.0,342.0,100.0,4.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006043691,1.4771950949518462e-05,0.0250000006119784,1.4908127621498684e-05,1344212,70463,900,70590,900,0.0524195588195909,0.000669537245613,0.0525140379642496,0.000669537245613
08-02-2021,260.04,432.93,39.0,39.0,258.0,36.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006154829,1.4967958766503909e-05,0.0250000006701155,1.5573817381158412e-05,1344212,70463,900,70718,900,0.0524195588195909,0.000669537245613,0.0526092610391813,0.000669537245613
08-03-2021,261.61,423.92,40.0,43.0,329.0,39.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000673038,1.562816858156062e-05,0.0250000007215615,1.6194084127364757e-05,1344212,70718,900,70857,900,0.0526092610391813,0.000669537245613,0.0527126673471148,0.000669537245613
08-04-2021,266.63,434.99,37.0,37.0,286.0,37.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007235759,1.6239898419974373e-05,0.0250000007663358,1.676539595178944e-05,1344212,70847,900,70997,900,0.0527052280443858,0.000669537245613,0.0528168175853213,0.000669537245613
08-05-2021,266.74,427.13,30.0,35.0,193.0,33.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007681485,1.6808073261654507e-05,0.0250000008048123,1.7287140990032477e-05,1344212,70996,900,71141,901,0.0528160736550484,0.000669537245613,0.0529239435446194,0.0006702811758859
08-06-2021,306.76,504.54,23.0,30.0,315.0,39.0,-28.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008067307,1.732892082719052e-05,0.0250000007888829,1.7281611704964662e-05,1344212,71141,900,71304,901,0.0529239435446194,0.000669537245613,0.0530452041791027,0.0006702811758859
08-07-2021,311.91,515.06,20.0,29.0,297.0,74.0,-5.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007841675,1.7276247963398324e-05,0.0250000008216424,1.774349599989677e-05,1344212,71306,901,71306,901,0.0530466920396485,0.0006702811758859,0.0530466920396485,0.0006702811758859
08-08-2021,279.25,425.66,45.0,41.0,341.0,101.0,3.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008171618,1.7735538778827632e-05,0.0250000007957609,1.7649406565015364e-05,1344212,71306,901,71485,901,0.0530466920396485,0.0006702811758859,0.0531798555584982,0.0006702811758859
08-09-2021,265.58,431.67,39.0,39.0,268.0,37.0,-28.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000791426,1.763794999878896e-05,0.0250000008198218,1.8027464282637095e-05,1344212,71305,901,71666,901,0.0530459481093756,0.0006702811758859,0.0533145069378937,0.0006702811758859
08-10-2021,263.39,446.3,37.0,43.0,294.0,39.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.02500000081566,1.801257748867836e-05,0.0250000008404717,1.836733895351957e-05,1344212,71666,901,71883,901,0.0533145069378937,0.0006702811758859,0.0534759398071137,0.0006702811758859
08-11-2021,265.18,430.97,36.0,38.0,253.0,33.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008365669,1.8349604311292464e-05,0.0250000008567808,1.8657834171671453e-05,1344212,71883,901,72119,903,0.0534759398071137,0.0006702811758859,0.0536515073515189,0.0006717690364317
08-12-2021,272.15,416.37,30.0,39.0,308.0,45.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.02500000085409,1.864550873632875e-05,0.0250000008815516,1.8982574085981853e-05,1344212,72119,903,72332,904,0.0536515073515189,0.0006717690364317,0.0538099644996473,0.0006725129667046
08-13-2021,303.25,501.73,23.0,31.0,305.0,34.0,-29.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008781787,1.8958875574967e-05,0.0250000009082601,1.92988172313634e-05,1344212,72333,904,72521,904,0.0538107084299202,0.0006725129667046,0.0539505673212261,0.0006725129667046
08-14-2021,307.01,511.2,20.0,29.0,249.0,69.0,-5.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006331,1.669077965841619e-05,0.025,1e-05,1344212,72522,904,72645,905,0.053951311251499,0.0006725129667046,0.0540428146750661,0.0006732568969775
08-15-2021,281.09,426.03,47.0,46.0,371.0,105.0,4.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,72522,904,72769,906,0.053951311251499,0.0006725129667046,0.0541350620289061,0.0006740008272504
08-16-2021,260.8,431.03,41.0,42.0,299.0,39.0,-28.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,72522,904,72896,908,0.053951311251499,0.0006725129667046,0.0542295411735648,0.0006754886877962
08-17-2021,256.29,431.6,38.0,42.0,308.0,40.0,-27.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,72897,907,73087,909,0.0542302851038377,0.0006747447575233,0.0543716318556894,0.0006762326180691
08-18-2021,261.76,428.49,37.0,36.0,239.0,35.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,73088,909,73269,921,0.0543723757859623,0.0006762326180691,0.0545070271653578,0.000685159781344
08-19-2021,263.96,409.66,28.0,34.0,215.0,34.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,73270,921,73461,921,0.0545077710956307,0.000685159781344,0.0546498617777552,0.000685159781344
08-20-2021,295.37,492.23,24.0,29.0,273.0,33.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,73455,922,73653,923,0.0546453981961178,0.0006859037116169,0.0547926963901527,0.0006866476418898
08-21-2021,305.95,483.47,19.0,27.0,249.0,73.0,-4.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,73660,924,73659,924,0.054797903902063,0.0006873915721627,0.0547971599717901,0.0006873915721627
08-22-2021,218.5,321.16,31.0,32.0,171.0,58.0,2.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,73660,924,73840,924,0.054797903902063,0.0006873915721627,0.0549318113511856,0.0006873915721627
08-23-2021,228.81,381.46,31.0,32.0,169.0,23.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,73660,924,74022,924,0.054797903902063,0.0006873915721627,0.055067206660854,0.0006873915721627
08-24-2021,243.36,403.76,33.0,35.0,265.0,32.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,74022,924,74309,926,0.055067206660854,0.0006873915721627,0.0552807146491773,0.0006888794327085
08-25-2021,254.86,419.04,33.0,34.0,257.0,34.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,74313,926,74699,926,0.0552836903702689,0.0006888794327085,0.0555708474556096,0.0006888794327085
08-26-2021,263.01,433.14,30.0,34.0,266.0,39.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,74703,926,74966,928,0.0555738231767012,0.0006888794327085,0.0557694768384748,0.0006903672932543
08-27-2021,297.34,508.61,23.0,27.0,257.0,32.0,-27.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,74966,928,75334,929,0.0557694768384748,0.0006903672932543,0.0560432431789033,0.0006911112235272
08-28-2021,283.38,521.28,20.0,23.0,217.0,59.0,-3.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,75381,930,75381,930,0.0560782079017297,0.0006918551538001,0.0560782079017297,0.0006918551538001
08-29-2021,248.36,408.84,40.0,34.0,227.0,83.0,3.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,75381,930,75619,931,0.0560782079017297,0.0006918551538001,0.0562552633066807,0.000692599084073
08-30-2021,224.86,453.95,30.0,32.0,182.0,22.0,-27.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,75381,930,75857,932,0.0560782079017297,0.0006918551538001,0.0564323187116318,0.0006933430143459
08-31-2021,223.94,443.61,29.0,33.0,229.0,25.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1344212,75856,932,76289,934,0.0564315747813588,0.0006933430143459,0.056753696589526,0.0006948308748917
